20.606653	-103.413345	1612.099975
20.606653	-103.413345	1611.800048
20.606655	-103.413345	1611.800048
20.606655	-103.413345	1612.099975
20.606657	-103.413345	1612.099975
20.606657	-103.413345	1610.400024
20.606670	-103.413352	1610.400024
20.606670	-103.413352	1609.699951
20.606683	-103.413360	1609.699951
20.606683	-103.413360	1609.500000
20.606691	-103.413360	1609.500000
20.606691	-103.413360	1608.300048
20.606700	-103.413360	1608.300048
20.606700	-103.413360	1608.099975
20.606710	-103.413352	1608.099975
20.606710	-103.413352	1608.099975
20.606721	-103.413375	1608.099975
20.606721	-103.413375	1606.099975
20.606733	-103.413375	1606.099975
20.606733	-103.413375	1606.599975
20.606740	-103.413375	1606.599975
20.606740	-103.413375	1606.199951
20.606750	-103.413368	1606.199951
20.606750	-103.413368	1606.400024
20.606763	-103.413368	1606.400024
20.606763	-103.413368	1606.500000
20.606775	-103.413368	1606.500000
20.606775	-103.413368	1606.599975
20.606788	-103.413368	1606.599975
20.606788	-103.413368	1606.800048
20.606801	-103.413368	1606.800048
20.606801	-103.413368	1606.800048
20.606817	-103.413368	1606.800048
20.606817	-103.413368	1607.099975
20.606838	-103.413368	1607.099975
20.606838	-103.413368	1607.400024
20.606851	-103.413368	1607.400024
20.606851	-103.413368	1607.400024
20.606863	-103.413391	1607.400024
20.606863	-103.413391	1605.699951
20.606876	-103.413391	1605.699951
20.606876	-103.413391	1605.400024
20.606893	-103.413383	1605.400024
20.606893	-103.413383	1606.199951
20.606973	-103.413375	1606.199951
20.606973	-103.413375	1606.500000
20.607240	-103.413612	1606.500000
20.607240	-103.413612	1605.800048
20.607606	-103.414459	1605.800048
20.607606	-103.414459	1602.699951
20.607631	-103.415405	1602.699951
20.607631	-103.415405	1598.599975
20.607017	-103.413887	1598.599975
20.607017	-103.413887	1592.699951
20.606840	-103.413497	1592.699951
20.606840	-103.413497	1591.000000
20.606872	-103.413375	1591.000000
20.606872	-103.413375	1596.599975
20.606920	-103.413375	1596.599975
20.606920	-103.413375	1602.800048
20.606977	-103.413360	1602.800048
20.606977	-103.413360	1609.500000
20.606988	-103.413352	1609.500000
20.606988	-103.413352	1609.500000
20.606998	-103.413345	1609.500000
20.606998	-103.413345	1608.900024
20.607006	-103.413345	1608.900024
20.607006	-103.413345	1608.000000
20.607013	-103.413352	1608.000000
20.607013	-103.413352	1608.300048
20.607017	-103.413352	1608.300048
20.607017	-103.413352	1607.599975
20.607025	-103.413345	1607.599975
20.607025	-103.413345	1607.599975
20.607032	-103.413345	1607.599975
20.607032	-103.413345	1607.500000
20.607040	-103.413337	1607.500000
20.607040	-103.413337	1607.199951
20.607046	-103.413337	1607.199951
20.607046	-103.413337	1606.000000
20.607051	-103.413337	1606.000000
20.607051	-103.413337	1605.699951
20.607059	-103.413337	1605.699951
20.607059	-103.413337	1607.500000
20.607067	-103.413330	1607.500000
20.607067	-103.413330	1604.900024
20.607072	-103.413322	1604.900024
20.607072	-103.413322	1602.599975
20.607082	-103.413322	1602.599975
20.607082	-103.413322	1600.199951
20.607093	-103.413322	1600.199951
20.607093	-103.413322	1601.500000
20.607107	-103.413322	1601.500000
20.607107	-103.413322	1602.900024
20.607118	-103.413330	1602.900024
20.607118	-103.413330	1603.400024
20.607133	-103.413337	1603.400024
20.607133	-103.413337	1603.199951
20.607143	-103.413330	1603.199951
20.607143	-103.413330	1602.900024
20.607149	-103.413337	1602.900024
20.607149	-103.413337	1603.800048
20.607156	-103.413337	1603.800048
