20.6067733	-103.4172668	0.4836534	5.15	4.4298400
20.6067733	-103.4172668	0.4932307	4.95	4.4357452
20.6067714	-103.4172668	0.4884420	4.98	4.4855651
20.6067714	-103.4172668	0.4956250	4.88	4.5158843
20.6067714	-103.4172668	0.4884420	5.10	4.6505737
20.6067714	-103.4172668	0.5052023	4.98	4.6524658
20.6067714	-103.4172668	0.4668931	4.98	4.6605377
20.6067714	-103.4172668	0.4812591	5.15	4.7735137
20.6067695	-103.4172668	0.4836534	4.85	4.8006591
20.6067695	-103.4172668	0.4956250	5.13	4.9002685
20.6067676	-103.4172668	0.4980194	4.98	5.0713195
20.6067676	-103.4172668	0.4788647	4.98	5.1528472
20.6067676	-103.4172668	0.4740761	4.98	5.2031097
20.6067657	-103.4172668	0.4860477	5.03	5.1265106
20.6067657	-103.4172668	0.4932307	4.85	5.3022613
20.6067657	-103.4172668	0.4980194	5.10	5.3006744
20.6067657	-103.4172668	0.5147796	4.98	5.3147430
20.6067657	-103.4172668	0.4884420	4.88	5.2984619
20.6067657	-103.4172668	0.4932307	5.21	5.3743896
20.6067638	-103.4172668	0.4764704	4.98	5.3934326
20.6067638	-103.4172668	0.4932307	5.00	5.5441436
20.6067619	-103.4172668	0.4908364	4.83	5.5752868
20.6067619	-103.4172668	0.4692874	5.10	5.5963134
20.6067619	-103.4172668	0.4908364	5.13	5.5027008
20.6067619	-103.4172668	0.4884420	4.83	5.5001525
20.6067600	-103.4172668	0.4884420	5.10	5.5077056
20.6067600	-103.4172668	0.4860477	5.10	5.4495697
20.6067581	-103.4172668	0.4836534	4.95	5.4437713
20.6067581	-103.4172668	0.4860477	4.98	5.4154205
20.6067581	-103.4172668	0.4836534	5.00	5.4016265
20.6067562	-103.4172668	0.4812591	5.10	5.4853210
20.6067562	-103.4172668	0.4956250	4.98	5.5213165
20.6067562	-103.4172668	0.4692874	4.95	5.5663604
20.6067562	-103.4172668	0.4812591	4.98	5.5270843
20.6067543	-103.4172668	0.4908364	4.98	5.6403503
20.6067543	-103.4172668	0.4812591	5.10	5.5406494
20.6067523	-103.4172668	0.4812591	4.88	5.5485229
20.6067523	-103.4172668	0.4860477	4.98	5.5944671
20.6067466	-103.4172744	0.4908364	4.98	5.7665710
20.6067447	-103.4172744	0.4429499	5.03	6.0291290
20.6067390	-103.4172744	0.4716818	5.10	5.9412078
20.6067371	-103.4172744	-0.2274608	4.85	14.2841949
20.6067314	-103.4172744	0.5267512	4.93	19.0109710
20.6067256	-103.4172821	0.5123853	5.10	19.0143127
20.6067256	-103.4172821	0.6656220	5.05	14.9359893
20.6067237	-103.4172821	-1.3288496	5.05	11.1751708
20.6067237	-103.4172821	0.4190067	5.05	5.8545532
20.6067256	-103.4172821	2.0758786	5.10	5.0450286
20.6067256	-103.4172897	2.0303864	4.98	0.3064117
20.6067276	-103.4172973	1.2187107	4.93	-2.8540039
20.6067276	-103.4172973	0.6967482	5.08	-7.2369384
