20.6067237	-103.4172821	-0.3878805	5.08	11.7598266
20.6067237	-103.4172821	-0.3759088	4.95	11.8136444
20.6067237	-103.4172821	-0.3711202	4.90	11.6668548
20.6067237	-103.4172821	-0.3735145	5.08	11.7113952
20.6067237	-103.4172821	-0.3783031	4.93	11.7972717
20.6067237	-103.4172821	-0.3663315	5.03	11.8212127
20.6067237	-103.4172821	-0.3711202	5.08	11.7494506
20.6067237	-103.4172821	-0.3759088	5.05	11.6766204
20.6067237	-103.4172821	-0.3830918	4.90	11.6559600
20.6067218	-103.4172821	-0.3735145	4.95	11.6836090
20.6067218	-103.4172821	-0.3687258	5.05	11.7964935
20.6067199	-103.4172821	-0.3663315	5.08	11.6557617
20.6067199	-103.4172821	-0.3735145	4.81	11.6363067
20.6067218	-103.4172821	-0.3830918	5.21	11.6820831
20.6067199	-103.4172744	-0.3783031	4.93	11.6980590
20.6067199	-103.4172744	-0.3854861	5.03	11.7467498
20.6067180	-103.4172744	-0.3854861	5.08	11.7541809
20.6067161	-103.4172744	-0.3878805	5.03	11.7559051
20.6067161	-103.4172744	-0.3735145	4.95	11.6525268
20.6067142	-103.4172744	-0.3759088	4.95	11.7243041
20.6067142	-103.4172744	-0.3783031	4.93	11.7410430
20.6067123	-103.4172744	-0.3902748	5.15	11.8305816
20.6067123	-103.4172744	-0.3759088	5.08	11.9138031
20.6067123	-103.4172744	-0.3759088	4.90	11.7964019
20.6067085	-103.4172821	-0.3735145	4.95	11.8094635
20.6067047	-103.4172821	-0.3615429	5.03	11.8524017
20.6067028	-103.4172821	-0.3711202	4.95	11.9009094
20.6067008	-103.4172821	-0.3639372	5.03	11.9201965
20.6067008	-103.4172821	-0.3830918	5.05	11.9022979
20.6067008	-103.4172821	-0.3902748	4.95	11.9067993
20.6066989	-103.4172897	-0.3830918	5.08	11.8493804
20.6066970	-103.4172897	-0.3806975	5.03	12.0436859
20.6066970	-103.4172897	-0.3806975	4.98	12.1451263
20.6066951	-103.4172897	-0.3447826	4.93	12.9408721
20.6066913	-103.4172897	0.5722434	4.93	13.4277801
20.6066894	-103.4172897	-0.2609813	5.10	17.9097747
20.6066875	-103.4172897	-0.1197162	5.08	19.2554626
20.6066875	-103.4172973	-1.2450482	4.93	20.9036102
20.6066856	-103.4172973	1.9058816	4.95	43.9497833
20.6066837	-103.4172973	0.2298551	5.00	49.7198181
20.6066818	-103.4172973	0.2705586	5.00	50.0056457
20.6066799	-103.4172973	1.0918116	4.98	38.8101501
20.6066799	-103.4172973	0.5602717	4.98	29.8668670
20.6066780	-103.4172973	-1.1564583	5.10	19.2523498
20.6066780	-103.4172973	0.1723913	4.93	14.2401275
20.6066780	-103.4172973	0.6536503	5.10	12.8189544
20.6066780	-103.4172973	-0.9194203	4.93	3.7794494
20.6066780	-103.4172973	3.1533243	5.05	9.5325164
20.6066761	-103.4172973	2.4469988	4.98	9.1602172
20.6066761	-103.4172897	1.8172917	5.08	6.6926116
20.6066741	-103.4172897	-0.4668931	4.93	6.9290161
20.6066703	-103.4172897	1.3695532	4.98	5.6153259
20.6066665	-103.4172973	0.7566063	5.08	3.9712219
20.6066589	-103.4172973	0.6751993	4.90	2.6590881
20.6066551	-103.4172973	0.1867572	5.08	3.4365234
20.6066532	-103.4172973	0.8571680	5.00	6.4531250
20.6066532	-103.4172973	0.2250664	4.93	10.0460510
20.6066532	-103.4172973	-0.5243569	5.03	12.5241394
20.6066513	-103.4172973	-0.2011232	5.05	12.4637298
20.6066513	-103.4172973	1.3575814	4.90	10.3129119
20.6066532	-103.4172973	0.2609813	5.03	10.1181945
20.6066532	-103.4172973	-0.0047886	5.10	11.0594940
20.6066513	-103.4172973	-0.2561926	4.93	12.7941741
20.6066493	-103.4173049	2.1908061	4.95	15.6800994
20.6066474	-103.4173049	1.7119414	5.10	24.2938079
20.6066474	-103.4173049	1.1516697	4.98	37.2137908
20.6066455	-103.4173049	1.1851902	5.00	54.8871307
20.6066436	-103.4173049	1.2402596	5.00	73.2161407
20.6066417	-103.4173126	0.4333726	4.95	88.0917434
20.6066398	-103.4173049	0.2801359	5.08	97.1146469
20.6066379	-103.4173126	0.3447826	5.08	100.0975036
20.6066379	-103.4173126	0.1125332	4.93	100.3773422
20.6066322	-103.4173126	-0.8380133	4.93	101.5942611
20.6066303	-103.4173126	-0.2490097	5.03	103.1070098
20.6066303	-103.4173126	0.5890036	4.98	104.6064529
20.6066322	-103.4173126	-0.2011232	5.08	103.7002410
20.6066341	-103.4173126	-0.2130948	4.95	103.6190490
20.6066341	-103.4173202	0.0718297	4.98	102.4773330
20.6066341	-103.4173202	-0.6536503	5.05	99.4294738
20.6066360	-103.4173202	1.6257457	5.05	100.4339447
20.6066379	-103.4173202	0.1628140	4.95	101.8992614
20.6066379	-103.4173202	-0.4621045	4.95	101.8579406
20.6066379	-103.4173202	1.1229377	4.93	97.6723022
20.6066379	-103.4173202	-1.3025120	5.10	96.1146163
20.6066360	-103.4173202	-0.7494234	5.05	97.1811676
20.6066341	-103.4173278	0.8068871	4.90	99.2437667
20.6066322	-103.4173278	0.2035175	5.05	99.6242904
20.6066322	-103.4173278	2.0806672	4.95	95.8251800
20.6066303	-103.4173278	-0.4046407	5.05	97.6260833
20.6066303	-103.4173355	-0.6153412	4.90	98.3430328
20.6066303	-103.4173355	-0.1460537	5.05	100.3254928
20.6066303	-103.4173355	-0.4094294	5.03	99.9207077
20.6066322	-103.4173355	1.0008273	5.05	97.9322128
20.6066322	-103.4173355	-0.0957730	4.93	96.6357116
20.6066303	-103.4173431	-0.5842150	5.03	95.5804214
20.6066322	-103.4173431	0.5530888	4.90	97.3892364
20.6066322	-103.4173507	-0.9313919	5.18	99.5445327
20.6066341	-103.4173507	-1.2450482	4.93	99.3537216
20.6066341	-103.4173507	0.6201298	4.93	96.9850463
20.6066341	-103.4173583	-0.3447826	5.00	95.8119277
20.6066360	-103.4173583	0.5099909	5.08	97.9203491
20.6066341	-103.4173660	-0.8428019	5.03	99.4942932
20.6066360	-103.4173660	-0.2490097	5.05	98.6166763
20.6066379	-103.4173736	0.0095773	4.93	96.3333740
20.6066379	-103.4173736	-0.6728050	5.03	95.2774581
20.6066379	-103.4173736	0.4453442	5.05	96.8069381
20.6066379	-103.4173736	0.4477385	4.90	96.8389816
20.6066379	-103.4173736	0.1771799	5.08	97.1604690
